date,delay,distance,origin,destination
02031115,-5,1604,SFO,ORD
02031015,-4,1307,SFO,AUS
02031215,32,360,SFO,LAS
02030810,-1,2245,SFO,FLL
02030925,-1,2350,SFO,BOS
02032250,-5,2350,SFO,BOS
02030720,-5,1273,SFO,DFW
02031250,5,1273,SFO,DFW
02031815,0,1273,SFO,DFW
02030700,9,590,SFO,SEA
02031205,10,590,SFO,SEA
02031605,13,590,SFO,SEA
02032005,6,590,SFO,SEA
02032005,-5,478,SFO,PDX
02031535,-5,478,SFO,PDX
02030900,-4,360,SFO,LAS
02031325,11,360,SFO,LAS
02031450,5,360,SFO,LAS
02031800,17,360,SFO,LAS
02031835,-5,360,SFO,LAS
02030645,-1,293,SFO,LAX
02031130,2,293,SFO,LAX
02030905,-4,478,SFO,PDX
02031325,4,293,SFO,LAX
02031535,61,293,SFO,LAX
02031620,-8,293,SFO,LAX
02031915,21,293,SFO,LAX
02032040,0,293,SFO,LAX
02030700,-8,388,SFO,SAN
02031005,-4,388,SFO,SAN
02031515,-3,388,SFO,SAN
02031750,4,388,SFO,SAN
02031955,64,388,SFO,SAN
02031425,8,2229,SFO,EWR
02030800,17,293,SFO,LAX
02040800,-3,2122,SFO,DCA
02040700,-4,2247,SFO,JFK
02040920,-2,2247,SFO,JFK
02041505,0,2247,SFO,JFK
02042320,0,2247,SFO,JFK
02040940,-7,2102,SFO,IAD
02041455,-2,2102,SFO,IAD
02040935,-6,2191,SFO,PHL
02040800,4,2229,SFO,EWR
02040725,-5,1604,SFO,ORD
02041115,-7,1604,SFO,ORD
02041015,-5,1307,SFO,AUS
02041215,-3,360,SFO,LAS
02040810,-1,2245,SFO,FLL
02040925,-2,2350,SFO,BOS
02042250,0,2350,SFO,BOS
02040720,0,1273,SFO,DFW
02041250,-4,1273,SFO,DFW
02041815,-9,1273,SFO,DFW
02040700,6,590,SFO,SEA
02041205,17,590,SFO,SEA
02041605,-3,590,SFO,SEA
02042005,-4,590,SFO,SEA
02042005,-7,478,SFO,PDX
02041535,-8,478,SFO,PDX
02040900,5,360,SFO,LAS
02041325,-4,360,SFO,LAS
02041800,-6,360,SFO,LAS
02040645,3,293,SFO,LAX
02041130,-6,293,SFO,LAX
02040905,-7,478,SFO,PDX
02041325,6,293,SFO,LAX
02041535,-7,293,SFO,LAX
02041620,-3,293,SFO,LAX
02041915,-4,293,SFO,LAX
02042040,-4,293,SFO,LAX
02040700,-7,388,SFO,SAN
02041005,-11,388,SFO,SAN
02041515,1,388,SFO,SAN
02041750,20,388,SFO,SAN
02041955,2,388,SFO,SAN
02041425,0,2229,SFO,EWR
02040800,-6,293,SFO,LAX
02050800,2,2122,SFO,DCA
02050700,0,2247,SFO,JFK
02050920,0,2247,SFO,JFK
02051400,-3,366,SFO,PSP
02051505,5,2247,SFO,JFK
02052320,-2,2247,SFO,JFK
02050940,-1,2102,SFO,IAD
02051455,-2,2102,SFO,IAD
02050935,-7,2191,SFO,PHL
02050800,0,2229,SFO,EWR
02050725,80,1604,SFO,ORD
02051115,105,1604,SFO,ORD
02051015,-5,1307,SFO,AUS
02051215,-6,360,SFO,LAS
02050810,-1,2245,SFO,FLL
02052310,0,2245,SFO,FLL
02050925,0,2350,SFO,BOS
02052250,-1,2350,SFO,BOS
02050720,-7,1273,SFO,DFW
02051250,-6,1273,SFO,DFW
02051815,-6,1273,SFO,DFW
02050700,-4,590,SFO,SEA
02051205,-6,590,SFO,SEA
02051605,-4,590,SFO,SEA
02052005,-2,590,SFO,SEA
02052005,-2,478,SFO,PDX
02051535,-10,478,SFO,PDX
02050900,-3,360,SFO,LAS
02051325,-6,360,SFO,LAS
02051450,-1,360,SFO,LAS
02051800,-2,360,SFO,LAS
02050630,5,293,SFO,LAX
02051130,0,293,SFO,LAX
02050905,-2,478,SFO,PDX
02051325,-1,293,SFO,LAX
02051535,-8,293,SFO,LAX
02051620,1,293,SFO,LAX
02051915,34,293,SFO,LAX
02052110,-5,293,SFO,LAX
02050700,-7,388,SFO,SAN
02051005,-7,388,SFO,SAN
02051515,-3,388,SFO,SAN
02051750,-4,388,SFO,SAN
02051955,-3,388,SFO,SAN
02051425,2,2229,SFO,EWR
02050800,0,293,SFO,LAX
02060800,4,2122,SFO,DCA
02060700,-2,2247,SFO,JFK
02060920,177,2247,SFO,JFK
02061400,102,366,SFO,PSP
02061505,135,2247,SFO,JFK
02062320,130,2247,SFO,JFK
02060940,-4,2102,SFO,IAD
02061455,65,2102,SFO,IAD
02060935,-5,2191,SFO,PHL
02060800,12,2229,SFO,EWR
02062120,0,2229,SFO,EWR
02060725,13,1604,SFO,ORD
02061115,1,1604,SFO,ORD
02061015,15,1307,SFO,AUS
02061215,122,360,SFO,LAS
02060810,16,2245,SFO,FLL
02062310,60,2245,SFO,FLL
02060925,73,2350,SFO,BOS
02062250,4,2350,SFO,BOS
02060720,-1,1273,SFO,DFW
02061250,126,1273,SFO,DFW
02061815,13,1273,SFO,DFW
02060700,-6,590,SFO,SEA
02061205,106,590,SFO,SEA
02061605,116,590,SFO,SEA
02062005,172,590,SFO,SEA
02062005,187,478,SFO,PDX
02061535,35,478,SFO,PDX
02060900,2,360,SFO,LAS
02061325,86,360,SFO,LAS
02061450,211,360,SFO,LAS
02061800,141,360,SFO,LAS
02061835,160,360,SFO,LAS
02060645,-2,293,SFO,LAX
02061130,48,293,SFO,LAX
02060905,-3,478,SFO,PDX
02061325,138,293,SFO,LAX
02061535,160,293,SFO,LAX
02061620,177,293,SFO,LAX
02061915,230,293,SFO,LAX
02062040,105,293,SFO,LAX
02060700,4,388,SFO,SAN
02061005,-4,388,SFO,SAN
02061515,192,388,SFO,SAN
02061750,151,388,SFO,SAN
02061955,85,388,SFO,SAN
02061425,126,2229,SFO,EWR
02062035,144,360,SFO,LAS
02061740,160,293,SFO,LAX
02060800,1,293,SFO,LAX
02070800,29,2122,SFO,DCA
02070700,-2,2247,SFO,JFK
02070920,2,2247,SFO,JFK
02071400,12,366,SFO,PSP
02071505,6,2247,SFO,JFK
02072320,67,2247,SFO,JFK
02070940,0,2102,SFO,IAD
02071455,84,2102,SFO,IAD
02070935,-4,2191,SFO,PHL
02070800,-2,2229,SFO,EWR
02072120,129,2229,SFO,EWR
02070725,-4,1604,SFO,ORD
02071115,-6,1604,SFO,ORD
02071015,-6,1307,SFO,AUS
02071215,-2,360,SFO,LAS
02070810,0,2245,SFO,FLL
02072310,198,2245,SFO,FLL
02070925,1,2350,SFO,BOS
02072250,102,2350,SFO,BOS
02070720,-4,1273,SFO,DFW
02071250,24,1273,SFO,DFW
02071815,134,1273,SFO,DFW
02070700,-8,590,SFO,SEA
02071205,5,590,SFO,SEA
02071605,134,590,SFO,SEA
02072005,137,590,SFO,SEA
02072005,228,478,SFO,PDX
02071535,18,478,SFO,PDX
02070900,-1,360,SFO,LAS
02071325,16,360,SFO,LAS
02071450,94,360,SFO,LAS
02071800,81,360,SFO,LAS
02071835,0,360,SFO,LAS
02070645,-5,293,SFO,LAX
02071130,-1,293,SFO,LAX
02070905,-3,478,SFO,PDX
02071325,15,293,SFO,LAX
02071535,148,293,SFO,LAX
02071620,90,293,SFO,LAX
02071915,183,293,SFO,LAX
02072045,148,293,SFO,LAX
02070700,-1,388,SFO,SAN
02071005,59,388,SFO,SAN
02071515,8,388,SFO,SAN
02071750,86,388,SFO,SAN
02071955,172,388,SFO,SAN
02071425,4,2229,SFO,EWR
02071610,141,360,SFO,LAS
02072035,148,360,SFO,LAS
02071740,158,293,SFO,LAX
02070800,-6,293,SFO,LAX
02071200,-4,293,SFO,LAX
02080800,-6,2122,SFO,DCA
02080700,1,2247,SFO,JFK
02080920,10,2247,SFO,JFK
02081400,102,366,SFO,PSP
02081455,119,2102,SFO,IAD
02080935,0,2191,SFO,PHL
02080800,0,2229,SFO,EWR
02081015,32,1307,SFO,AUS
02081215,-1,360,SFO,LAS
02081400,13,2125,SFO,MCO
02080810,-2,2245,SFO,FLL
02080925,3,2350,SFO,BOS
02081045,11,590,SFO,SEA
02082005,74,590,SFO,SEA
02082005,82,478,SFO,PDX
02080900,-2,360,SFO,LAS
02081325,-2,360,SFO,LAS
02081450,117,360,SFO,LAS
02081600,66,360,SFO,LAS
02081810,59,360,SFO,LAS
02081130,0,293,SFO,LAX
02080905,6,478,SFO,PDX
02081320,130,293,SFO,LAX
02081535,60,293,SFO,LAX
02081620,57,293,SFO,LAX
02081005,12,388,SFO,SAN
02081515,171,388,SFO,SAN
02080935,2,1604,SFO,ORD
02081425,115,2245,SFO,FLL
02080935,-1,1273,SFO,DFW
02090800,3,2122,SFO,DCA
02090700,-2,2247,SFO,JFK
02090920,0,2247,SFO,JFK
02091400,37,366,SFO,PSP
02091505,90,2247,SFO,JFK
02092320,106,2247,SFO,JFK
02090940,5,2102,SFO,IAD
02091455,109,2102,SFO,IAD
02090935,-2,2191,SFO,PHL
02090800,-4,2229,SFO,EWR
02092120,204,2229,SFO,EWR
02091115,2,1604,SFO,ORD
02091015,-2,1307,SFO,AUS
02091215,13,360,SFO,LAS
02090810,-2,2245,SFO,FLL
02092310,159,2245,SFO,FLL
02090925,-2,2350,SFO,BOS
02092250,30,2350,SFO,BOS
02090720,-5,1273,SFO,DFW
02091250,31,1273,SFO,DFW
02091815,257,1273,SFO,DFW
02091205,-2,590,SFO,SEA
02091605,132,590,SFO,SEA
02092005,210,590,SFO,SEA
02092005,94,478,SFO,PDX
02091535,34,478,SFO,PDX
02090900,-4,360,SFO,LAS
02091325,68,360,SFO,LAS
02091450,4,360,SFO,LAS
02091800,79,360,SFO,LAS
02091835,239,360,SFO,LAS
02091130,23,293,SFO,LAX
02091320,3,293,SFO,LAX
02091535,121,293,SFO,LAX
02091620,78,293,SFO,LAX
02091915,152,293,SFO,LAX
02092050,137,293,SFO,LAX
02091005,3,388,SFO,SAN
02091515,0,388,SFO,SAN
02091750,234,388,SFO,SAN
02091955,144,388,SFO,SAN
02091425,0,2229,SFO,EWR
02090800,-4,360,SFO,LAS
02092035,188,360,SFO,LAS
02091740,104,293,SFO,LAX
02091040,-5,293,SFO,LAX
02090800,1,293,SFO,LAX
02091615,148,293,SFO,LAX
02100800,-2,2122,SFO,DCA
02100700,-5,2247,SFO,JFK
02100920,19,2247,SFO,JFK
02101400,114,366,SFO,PSP
02101505,-7,2247,SFO,JFK
02102320,-8,2247,SFO,JFK
02100940,47,2102,SFO,IAD
02101455,55,2102,SFO,IAD
02100935,16,2191,SFO,PHL
02100800,-3,2229,SFO,EWR
02102120,0,2229,SFO,EWR
02100725,-3,1604,SFO,ORD
02101115,-7,1604,SFO,ORD
02101015,-7,1307,SFO,AUS
02101215,-3,360,SFO,LAS
02100810,-4,2245,SFO,FLL
02100925,17,2350,SFO,BOS
02102250,-7,2350,SFO,BOS
02100720,3,1273,SFO,DFW
02101250,48,1273,SFO,DFW
02101815,9,1273,SFO,DFW
02100700,-5,590,SFO,SEA
02101205,60,590,SFO,SEA
02101605,63,590,SFO,SEA
02102005,55,590,SFO,SEA
02102005,25,478,SFO,PDX
02101535,-3,478,SFO,PDX
02100900,-5,360,SFO,LAS
02101325,16,360,SFO,LAS
02101450,4,360,SFO,LAS
02101800,19,360,SFO,LAS
02101835,19,360,SFO,LAS
02100645,-6,293,SFO,LAX
02101130,120,293,SFO,LAX
02100905,25,478,SFO,PDX
02101325,40,293,SFO,LAX
02101535,50,293,SFO,LAX
02101620,70,293,SFO,LAX
02101915,27,293,SFO,LAX
02102040,0,293,SFO,LAX
02100700,-4,388,SFO,SAN
02101005,0,388,SFO,SAN
02101515,10,388,SFO,SAN
02101750,38,388,SFO,SAN
02101955,-1,388,SFO,SAN
02101425,-5,2229,SFO,EWR
02100800,-2,293,SFO,LAX
02110800,-4,2122,SFO,DCA
02110700,-1,2247,SFO,JFK
02110920,6,2247,SFO,JFK
02111505,-10,2247,SFO,JFK
02112320,5,2247,SFO,JFK
02110940,-2,2102,SFO,IAD
02111455,-5,2102,SFO,IAD
02110935,-4,2191,SFO,PHL
02110800,-5,2229,SFO,EWR
02112120,-5,2229,SFO,EWR
02110725,-2,1604,SFO,ORD
02111115,-4,1604,SFO,ORD
02111015,-3,1307,SFO,AUS
02111215,-2,360,SFO,LAS
02110810,0,2245,SFO,FLL
02110925,1,2350,SFO,BOS
02112250,1,2350,SFO,BOS
02110720,9,1273,SFO,DFW
02111250,27,1273,SFO,DFW
02111815,51,1273,SFO,DFW
02110700,0,590,SFO,SEA
02111205,5,590,SFO,SEA
02111605,7,590,SFO,SEA
02112005,-8,590,SFO,SEA
02112005,-1,478,SFO,PDX
02111535,-4,478,SFO,PDX
02110900,-2,360,SFO,LAS
02111325,78,360,SFO,LAS
02111800,-3,360,SFO,LAS
02110645,-9,293,SFO,LAX
02111130,52,293,SFO,LAX
02110905,16,478,SFO,PDX
02111325,15,293,SFO,LAX
02111535,17,293,SFO,LAX
02111620,-7,293,SFO,LAX
02111915,-1,293,SFO,LAX
02112040,12,293,SFO,LAX
02110700,0,388,SFO,SAN
02111005,9,388,SFO,SAN
02111515,1,388,SFO,SAN
02111750,-6,388,SFO,SAN
02111955,-16,388,SFO,SAN
02111425,36,2229,SFO,EWR
02110800,5,293,SFO,LAX
02120800,-2,2122,SFO,DCA
02120700,1,2247,SFO,JFK
02120920,0,2247,SFO,JFK
02121400,39,366,SFO,PSP
02121505,0,2247,SFO,JFK
02122320,0,2247,SFO,JFK
02120940,4,2102,SFO,IAD
02121455,0,2102,SFO,IAD
02120935,-5,2191,SFO,PHL
02120800,0,2229,SFO,EWR
02122120,0,2229,SFO,EWR
02120725,-5,1604,SFO,ORD
02121115,24,1604,SFO,ORD
02121015,-2,1307,SFO,AUS
02121215,57,360,SFO,LAS
02120810,3,2245,SFO,FLL
02122310,-7,2245,SFO,FLL
02120925,-1,2350,SFO,BOS
02122250,-2,2350,SFO,BOS
02120720,-4,1273,SFO,DFW
02121250,32,1273,SFO,DFW
02121815,-5,1273,SFO,DFW
02120700,2,590,SFO,SEA
02121205,-6,590,SFO,SEA
02121605,0,590,SFO,SEA
02122005,-8,590,SFO,SEA
02122005,-1,478,SFO,PDX
02121535,-4,478,SFO,PDX
02120900,-5,360,SFO,LAS
02121325,-2,360,SFO,LAS
02121450,10,360,SFO,LAS
02121800,-4,360,SFO,LAS
02120630,-4,293,SFO,LAX
02121130,-5,293,SFO,LAX
02120905,-1,478,SFO,PDX
02121325,61,293,SFO,LAX
02121535,-4,293,SFO,LAX
02121620,-7,293,SFO,LAX
02121915,-4,293,SFO,LAX
02122110,-3,293,SFO,LAX
02120700,0,388,SFO,SAN
02121005,5,388,SFO,SAN
02121515,-7,388,SFO,SAN
02121750,-11,388,SFO,SAN
02121955,-3,388,SFO,SAN
02121425,0,2229,SFO,EWR
02120800,18,293,SFO,LAX
02130800,0,2122,SFO,DCA
02130700,0,2247,SFO,JFK
02130920,0,2247,SFO,JFK
02131400,30,366,SFO,PSP
02131505,0,2247,SFO,JFK
02132320,-1,2247,SFO,JFK
02130940,0,2102,SFO,IAD
02131455,0,2102,SFO,IAD
02130935,0,2191,SFO,PHL
02130800,0,2229,SFO,EWR
02132120,119,2229,SFO,EWR
02130725,-5,1604,SFO,ORD
02131115,-8,1604,SFO,ORD
02131015,-7,1307,SFO,AUS
02131215,1,360,SFO,LAS
02130810,24,2245,SFO,FLL
02132310,15,2245,SFO,FLL
02130925,-2,2350,SFO,BOS
02132250,10,2350,SFO,BOS
02130720,-6,1273,SFO,DFW
02131250,-3,1273,SFO,DFW
02131815,-4,1273,SFO,DFW
02130700,-7,590,SFO,SEA
02131205,-2,590,SFO,SEA
02131605,0,590,SFO,SEA
02132005,-1,590,SFO,SEA
02132005,6,478,SFO,PDX
02131535,-4,478,SFO,PDX
02130900,-1,360,SFO,LAS
02131325,21,360,SFO,LAS
02131450,24,360,SFO,LAS
02131800,-1,360,SFO,LAS
02131835,-1,360,SFO,LAS
02130645,2,293,SFO,LAX
02131130,22,293,SFO,LAX
02130905,-5,478,SFO,PDX
02131325,3,293,SFO,LAX
02131535,-1,293,SFO,LAX
02131620,10,293,SFO,LAX
02131915,20,293,SFO,LAX
02132040,-3,293,SFO,LAX
02130700,1,388,SFO,SAN
02131005,-3,388,SFO,SAN
02131515,-1,388,SFO,SAN
02131750,-3,388,SFO,SAN
02131955,3,388,SFO,SAN
02131425,0,2229,SFO,EWR
02132035,-6,360,SFO,LAS
02131740,1,293,SFO,LAX
02130800,-3,293,SFO,LAX
02140800,-2,2122,SFO,DCA
02140700,5,2247,SFO,JFK
02140920,-1,2247,SFO,JFK
02141400,-3,366,SFO,PSP
02141505,108,2247,SFO,JFK
02142320,-2,2247,SFO,JFK
02140940,-2,2102,SFO,IAD
02141455,-1,2102,SFO,IAD
02140935,-4,2191,SFO,PHL
02140800,3,2229,SFO,EWR
02142120,52,2229,SFO,EWR
02140725,0,1604,SFO,ORD
02141115,-5,1604,SFO,ORD
02141015,-3,1307,SFO,AUS
02141215,4,360,SFO,LAS
02140810,19,2245,SFO,FLL
02142310,-6,2245,SFO,FLL
02140925,-1,2350,SFO,BOS
02142250,-1,2350,SFO,BOS
02140720,-1,1273,SFO,DFW
02141250,-1,1273,SFO,DFW
02141815,-4,1273,SFO,DFW
02140700,-2,590,SFO,SEA
02141205,0,590,SFO,SEA
02141605,5,590,SFO,SEA
02142005,-3,590,SFO,SEA
02142005,7,478,SFO,PDX
02141535,2,478,SFO,PDX
02140900,-2,360,SFO,LAS
02141325,3,360,SFO,LAS
02141450,10,360,SFO,LAS
02141800,-2,360,SFO,LAS
02141835,-2,360,SFO,LAS
02140645,-2,293,SFO,LAX
02141130,36,293,SFO,LAX
02140905,-1,478,SFO,PDX
02141325,4,293,SFO,LAX
02141535,24,293,SFO,LAX
02141620,1,293,SFO,LAX
02141915,43,293,SFO,LAX
02142045,-4,293,SFO,LAX
02140700,-2,388,SFO,SAN
02141005,-1,388,SFO,SAN
02141515,-2,388,SFO,SAN
02141750,-5,388,SFO,SAN
02141955,5,388,SFO,SAN
02141425,-1,2229,SFO,EWR
02141610,9,360,SFO,LAS
02142035,-1,360,SFO,LAS
02141740,-2,293,SFO,LAX
02140800,-2,293,SFO,LAX
02141200,-6,293,SFO,LAX
02150800,-1,2122,SFO,DCA
02150700,2,2247,SFO,JFK
02150920,1,2247,SFO,JFK
02151400,22,366,SFO,PSP
02151455,18,2102,SFO,IAD
02150935,-5,2191,SFO,PHL
02150800,-1,2229,SFO,EWR
02151015,-1,1307,SFO,AUS
02151215,-1,360,SFO,LAS
02151400,0,2125,SFO,MCO
02150810,82,2245,SFO,FLL
02150925,0,2350,SFO,BOS
02151045,-5,590,SFO,SEA
02152005,5,590,SFO,SEA
02152005,-1,478,SFO,PDX
02150900,-2,360,SFO,LAS
02151325,4,360,SFO,LAS
02151450,-1,360,SFO,LAS
02151600,4,360,SFO,LAS
02151810,-9,360,SFO,LAS
02151130,-1,293,SFO,LAX
02150905,-1,478,SFO,PDX
02151320,-5,293,SFO,LAX
02151535,-4,293,SFO,LAX
02151620,0,293,SFO,LAX
02151005,-2,388,SFO,SAN
02151515,0,388,SFO,SAN
02150935,17,1604,SFO,ORD
02151425,55,2245,SFO,FLL
02150935,4,1273,SFO,DFW
02160800,-4,2122,SFO,DCA
02160700,-8,2247,SFO,JFK
02160920,0,2247,SFO,JFK
02161400,-2,366,SFO,PSP
02161505,13,2247,SFO,JFK
02162320,-3,2247,SFO,JFK
02160940,-3,2102,SFO,IAD
02161455,-2,2102,SFO,IAD
02160935,-5,2191,SFO,PHL
02160800,-3,2229,SFO,EWR
02162120,-10,2229,SFO,EWR
02161115,-2,1604,SFO,ORD
02161015,8,1307,SFO,AUS
02161215,-2,360,SFO,LAS
02160810,-7,2245,SFO,FLL
02162310,-1,2245,SFO,FLL
02160925,-3,2350,SFO,BOS
02162250,-8,2350,SFO,BOS
02160720,-7,1273,SFO,DFW
02161250,-6,1273,SFO,DFW
02161815,-5,1273,SFO,DFW
02161205,6,590,SFO,SEA
02161605,104,590,SFO,SEA
02162005,-5,590,SFO,SEA
02162005,-10,478,SFO,PDX
02161535,9,478,SFO,PDX
02160900,-7,360,SFO,LAS
02161325,-2,360,SFO,LAS
02161450,1,360,SFO,LAS
02161800,8,360,SFO,LAS
02161835,-6,360,SFO,LAS
02161130,-2,293,SFO,LAX
02161320,-3,293,SFO,LAX
02161535,-6,293,SFO,LAX
02161620,-3,293,SFO,LAX
02161915,-4,293,SFO,LAX
02162050,-3,293,SFO,LAX
02161005,-4,388,SFO,SAN
02161515,-2,388,SFO,SAN
02161750,-8,388,SFO,SAN
02161955,0,388,SFO,SAN
02161425,2,2229,SFO,EWR
02160800,-1,360,SFO,LAS
02162035,-9,360,SFO,LAS
02161740,-4,293,SFO,LAX
02161040,-2,293,SFO,LAX
02160800,2,293,SFO,LAX
02161615,-4,293,SFO,LAX
02170800,-3,2122,SFO,DCA
02170700,0,2247,SFO,JFK
02170920,0,2247,SFO,JFK
02171400,-7,366,SFO,PSP
02171505,-2,2247,SFO,JFK
02172320,-2,2247,SFO,JFK
02170940,-5,2102,SFO,IAD
02171455,10,2102,SFO,IAD
02170935,-4,2191,SFO,PHL
02170800,-3,2229,SFO,EWR
02172120,-7,2229,SFO,EWR
02170725,80,1604,SFO,ORD
02171115,296,1604,SFO,ORD
02171015,-9,1307,SFO,AUS
02171215,6,360,SFO,LAS
02170810,-2,2245,SFO,FLL
02172310,-5,2245,SFO,FLL
02170925,-3,2350,SFO,BOS
02172250,-7,2350,SFO,BOS
02170720,-3,1273,SFO,DFW
02171250,-4,1273,SFO,DFW
02171815,100,1273,SFO,DFW
02170700,-6,590,SFO,SEA
02171205,-4,590,SFO,SEA
02171605,1,590,SFO,SEA
02172005,2,590,SFO,SEA
02172005,6,478,SFO,PDX
02171535,3,478,SFO,PDX
02170900,0,360,SFO,LAS
02171325,18,360,SFO,LAS
02171450,-4,360,SFO,LAS
02171800,2,360,SFO,LAS
02171835,-7,360,SFO,LAS
02170645,-4,293,SFO,LAX
02171130,-5,293,SFO,LAX
02170905,-3,478,SFO,PDX
02171325,-4,293,SFO,LAX
02171535,-2,293,SFO,LAX
02171620,-4,293,SFO,LAX
02171915,29,293,SFO,LAX
02172040,9,293,SFO,LAX
02170700,-4,388,SFO,SAN
02171005,-5,388,SFO,SAN
02171515,-4,388,SFO,SAN
02171750,-2,388,SFO,SAN
02171955,5,388,SFO,SAN
02171425,-3,2229,SFO,EWR
02170800,-7,293,SFO,LAX
02180800,17,2122,SFO,DCA
02180700,-4,2247,SFO,JFK
02180920,-6,2247,SFO,JFK
02181505,-4,2247,SFO,JFK
02182320,-8,2247,SFO,JFK
02180940,1,2102,SFO,IAD
02181455,-4,2102,SFO,IAD
02180935,0,2191,SFO,PHL
02180800,-5,2229,SFO,EWR
02182120,-10,2229,SFO,EWR
02180725,-2,1604,SFO,ORD
02181115,-8,1604,SFO,ORD
02181015,-6,1307,SFO,AUS
02181215,-2,360,SFO,LAS
02180810,-4,2245,SFO,FLL
02180925,0,2350,SFO,BOS
02182250,-4,2350,SFO,BOS
02180720,-3,1273,SFO,DFW
02181250,-4,1273,SFO,DFW
02181815,-6,1273,SFO,DFW
02180700,-3,590,SFO,SEA
02181205,18,590,SFO,SEA
02181605,-2,590,SFO,SEA
02182005,-7,590,SFO,SEA
02182005,4,478,SFO,PDX
02181535,-10,478,SFO,PDX
02180900,-3,360,SFO,LAS
02181325,-6,360,SFO,LAS
02181800,-7,360,SFO,LAS
02180645,-4,293,SFO,LAX
02181130,-3,293,SFO,LAX
02180905,-3,478,SFO,PDX
02181325,-1,293,SFO,LAX
02181535,-7,293,SFO,LAX
02181620,-2,293,SFO,LAX
02181915,-2,293,SFO,LAX
02182040,-7,293,SFO,LAX
02180700,6,388,SFO,SAN
02181005,-3,388,SFO,SAN
02181515,-4,388,SFO,SAN
02181750,-2,388,SFO,SAN
02181955,-6,388,SFO,SAN
02181425,-6,2229,SFO,EWR
02180800,-4,293,SFO,LAX
02190800,-4,2122,SFO,DCA
02190700,-3,2247,SFO,JFK
02190920,-5,2247,SFO,JFK
02191400,-3,366,SFO,PSP
02191505,-1,2247,SFO,JFK
02192320,-3,2247,SFO,JFK
02190940,-5,2102,SFO,IAD
02191455,4,2102,SFO,IAD
02190935,-5,2191,SFO,PHL
02190800,-5,2229,SFO,EWR
02192120,-1,2229,SFO,EWR
02190725,-5,1604,SFO,ORD
02191115,-7,1604,SFO,ORD
02191015,-5,1307,SFO,AUS
02191215,-4,360,SFO,LAS
02190810,-4,2245,SFO,FLL
02192310,44,2245,SFO,FLL
02190925,-7,2350,SFO,BOS
02192250,-4,2350,SFO,BOS
02190720,-5,1273,SFO,DFW
02191250,6,1273,SFO,DFW
02191815,-8,1273,SFO,DFW
02190700,-7,590,SFO,SEA
02191205,-2,590,SFO,SEA
02191605,-5,590,SFO,SEA
02192005,0,590,SFO,SEA
02192005,-4,478,SFO,PDX
02191535,-6,478,SFO,PDX
02190900,-5,360,SFO,LAS
02191325,0,360,SFO,LAS
02191450,-1,360,SFO,LAS
02191800,-10,360,SFO,LAS
02190630,-4,293,SFO,LAX
02191130,-8,293,SFO,LAX
02190905,-3,478,SFO,PDX
02191325,-4,293,SFO,LAX
02191535,-6,293,SFO,LAX
02191620,-7,293,SFO,LAX
02191915,-6,293,SFO,LAX
02192110,-3,293,SFO,LAX
02190700,-5,388,SFO,SAN
02191005,-7,388,SFO,SAN
02191515,-4,388,SFO,SAN
02191750,-7,388,SFO,SAN
02191955,-10,388,SFO,SAN
02191425,-10,2229,SFO,EWR
02190800,-4,293,SFO,LAX
02200800,-4,2122,SFO,DCA
02200700,-3,2247,SFO,JFK
02200920,-3,2247,SFO,JFK
02201400,-4,366,SFO,PSP
02201505,-2,2247,SFO,JFK
02202320,0,2247,SFO,JFK
02200940,-3,2102,SFO,IAD
02201455,-7,2102,SFO,IAD
02200935,-8,2191,SFO,PHL
02200800,-2,2229,SFO,EWR
02202120,2,2229,SFO,EWR
02200725,0,1604,SFO,ORD
02201115,41,1604,SFO,ORD
02201015,-6,1307,SFO,AUS
02201215,1,360,SFO,LAS
02200810,0,2245,SFO,FLL
02202310,13,2245,SFO,FLL
02200925,-4,2350,SFO,BOS
02202250,-3,2350,SFO,BOS
02200720,-8,1273,SFO,DFW
02201250,-1,1273,SFO,DFW
02201815,-1,1273,SFO,DFW
02200700,-7,590,SFO,SEA
02201205,-7,590,SFO,SEA
02201605,-3,590,SFO,SEA
02202005,-7,590,SFO,SEA
02202005,-4,478,SFO,PDX
02201535,-6,478,SFO,PDX
02200900,-8,360,SFO,LAS
02201325,-4,360,SFO,LAS
02201450,-3,360,SFO,LAS
02201800,-4,360,SFO,LAS
02201835,-6,360,SFO,LAS
02200645,-3,293,SFO,LAX
02201130,1,293,SFO,LAX
02200905,-3,478,SFO,PDX
02201325,1,293,SFO,LAX
02201535,1,293,SFO,LAX
02201620,-5,293,SFO,LAX
02201915,100,293,SFO,LAX
02202040,-3,293,SFO,LAX
02200700,-2,388,SFO,SAN
02201005,-5,388,SFO,SAN
02201515,-6,388,SFO,SAN
02201750,2,388,SFO,SAN
02201955,-5,388,SFO,SAN
02201425,-5,2229,SFO,EWR
02202035,-8,360,SFO,LAS
02201740,-6,293,SFO,LAX
02200800,-6,293,SFO,LAX
02210800,-8,2122,SFO,DCA
02210700,0,2247,SFO,JFK
02210920,3,2247,SFO,JFK
02211400,-3,366,SFO,PSP
02211505,10,2247,SFO,JFK
02212320,-5,2247,SFO,JFK
02210940,0,2102,SFO,IAD
02211455,-8,2102,SFO,IAD
02210935,0,2191,SFO,PHL
02210800,65,2229,SFO,EWR
02212120,-2,2229,SFO,EWR
02210725,-2,1604,SFO,ORD
02211115,-6,1604,SFO,ORD
